sensor1_x,sensor1_y,sensor1_z,sensor2_x,sensor2_y,sensor2_z,sensor3_x,sensor3_y,sensor3_z,sensor4_x,sensor4_y,sensor4_z,sensor5_x,sensor5_y,sensor5_z
0.8877,-0.5261,10.2179,0.4806,-0.8242,10.0484,0.5667,-0.7054,10.0791,0.5292,-0.477,10.149,0.7341,-0.2148,10.0969
0.9111,-0.6959,9.9825,0.9006,-0.5364,10.0314,0.4989,-0.6201,10.0604,0.646,-0.42,10.0021,0.6531,-0.4773,10.2325
0.7147,-0.5273,10.1831,0.8563,-0.7451,10.0843,0.6422,-0.6514,10.2112,0.4225,-0.5103,10.1123,0.6379,-0.7577,10.0436
0.7362,-0.5743,10.2301,0.6284,-0.8447,10.1003,0.4721,-0.8149,10.2149,0.4453,-0.5584,10.2081,0.5832,-0.4903,10.1895
0.736,-0.5371,10.2174,0.7139,-0.6753,10.3477,0.4412,-0.6877,10.3589,0.4966,-0.5189,10.0639,0.4921,-0.3614,10.3426
0.5054,-0.4402,10.2393,0.5702,-0.7297,10.1405,0.2397,-0.735,10.1484,0.1972,-0.484,10.2093,0.4083,-0.3465,10.123
0.3605,-0.6174,10.1519,0.3224,-0.7808,10.3072,-0.0181,-0.8005,10.3039,0.0968,-0.2794,10.2869,0.2758,-0.2492,10.0637
0.2718,-0.0167,10.1416,0.3036,-0.3706,10.2187,0.0112,-0.3844,10.351,-0.1378,-0.184,10.0702,0.2565,-0.1057,10.1586
0.2245,-0.1505,10.1934,0.0619,-0.4404,10.3134,-0.0794,-0.2976,10.1783,-0.1136,-0.2152,10.4512,0.1007,0.0395,10.1325
-0.0291,0.2304,10.194,-0.0812,0.003,10.0971,-0.2291,-0.1976,10.1475,-0.2759,0.1932,10.2008,0.1312,0.2396,10.2359
-0.3035,0.2944,10.2222,-0.2518,0.1419,10.0661,-0.4856,-0.0115,10.2643,-0.6077,0.4048,10.3171,-0.3431,0.3841,9.9728
-0.1934,0.3505,10.1005,-0.5534,0.048,10.1302,-0.6406,0.2775,10.327,-0.6279,0.2654,10.2199,-0.4107,0.4615,10.2337
-0.1712,0.5191,10.0945,-0.5908,0.3672,10.2232,-0.5314,0.4214,10.0239,-0.6725,0.5019,10.1471,-0.5242,0.6431,10.0062
-0.3154,0.7627,9.9796,-0.7191,0.5756,9.9793,-0.87,0.6853,10.0103,-0.9435,0.7074,9.8663,-0.675,0.9965,10.0746
-0.3461,0.7657,9.9818,-0.6065,0.4342,9.8401,-0.7876,0.4792,9.9854,-0.8896,0.7791,10.0563,-0.5855,0.95,9.8393
-0.5419,0.7412,9.8001,-0.5813,0.3826,9.8994,-1.0446,0.6051,9.8604,-0.8845,0.8221,9.7143,-0.4804,0.8655,9.7338
-0.6099,0.5444,9.801,-0.5715,0.4559,9.7193,-0.786,0.5551,10.058,-0.7872,0.7473,9.9636,-0.5108,0.833,9.9921
-0.3332,0.5033,9.5382,-0.5565,0.4006,9.6668,-0.7786,0.5055,9.6839,-0.9758,0.8022,9.7276,-0.5938,0.674,9.9653
-0.27,0.4632,9.7326,-0.6623,0.1485,9.8541,-0.8652,0.3549,9.8496,-0.6931,0.4795,9.7959,-0.3056,0.5386,9.7313
-0.0796,0.4126,9.631,-0.4915,0.2191,9.6042,-0.4447,0.3508,9.6479,-0.7676,0.5013,9.7442,-0.5057,0.4649,9.7588
-0.0619,0.2798,9.5332,-0.1555,0.0422,9.633,-0.535,0.1031,9.6106,-0.399,0.4315,9.5977,-0.2586,0.3563,9.5129
0.1347,0.0455,9.5379,-0.1505,-0.3363,9.5277,-0.2961,-0.0574,9.425,-0.281,0.1683,9.6281,-0.0508,0.0961,9.5639
0.2495,-0.107,9.7032,0.1153,-0.4257,9.615,-0.2017,-0.2737,9.4387,-0.1474,-0.0427,9.5627,-0.0194,0.0636,9.4818
0.43,-0.1981,9.5794,-0.0053,-0.4381,9.3703,-0.013,-0.3883,9.5858,-0.0851,0.0174,9.6687,0.2349,-0.1529,9.5836
0.3797,-0.4122,9.394,0.1771,-0.6065,9.6062,0.1554,-0.604,9.5691,0.2367,-0.3391,9.3902,0.42,-0.2665,9.6041
0.4755,-0.7328,9.4961,0.5781,-0.85,9.6038,0.3432,-0.5118,9.4845,0.3024,-0.2448,9.521,0.6663,-0.3065,9.6323
0.7825,-0.6466,9.5931,0.5432,-0.8868,9.6213,0.2124,-0.6205,9.5633,0.5007,-0.4412,9.4346,0.6067,-0.751,9.71
0.8465,-0.7477,9.7109,0.541,-0.7424,9.7575,0.5986,-0.7304,9.6479,0.4656,-0.4691,9.4605,0.6513,-0.2194,9.8118
0.7889,-0.702,9.4907,0.5599,-0.8745,9.385,0.7478,-0.5474,9.6087,0.5669,-0.5012,9.8825,0.78,-0.4964,9.6444
0.8925,-0.694,9.7915,0.6953,-0.8104,9.5037,0.5763,-0.7818,9.7567,0.5941,-0.6663,9.6425,0.7212,-0.3511,9.8321
0.791,-0.4708,9.7806,0.6718,-0.7397,9.6434,0.4509,-0.5892,9.9088,0.4657,-0.3384,9.7173,0.6595,-0.4782,9.904
0.8039,-0.4192,9.7136,0.6887,-0.5412,9.6381,0.492,-0.5051,9.8005,0.4817,-0.4555,9.762,0.7299,-0.2879,9.8295
0.6917,-0.3345,9.8547,0.6909,-0.4715,9.7388,0.4018,-0.6033,9.9702,0.3297,-0.1175,9.6894,0.6531,-0.1144,9.9046
0.721,-0.1886,10.0773,0.5254,-0.2074,9.9465,0.2678,-0.3835,10.2242,0.1968,-0.2606,9.8636,0.6607,0.079,10.0857
0.4069,0.1466,10.0211,0.3886,-0.1316,10.0317,0.2297,-0.0423,10.0297,-0.0137,0.2389,10.017,0.3581,0.0951,10.2141
0.2449,0.0984,10.209,0.0504,0.0657,10.1651,0.1527,0.2433,9.941,0.13,0.5358,10.0243,0.432,0.5043,10.336
0.2575,0.2971,10.197,0.31,0.1267,10.1329,-0.1253,0.3399,10.1686,-0.096,0.4969,10.1977,0.1968,0.5793,10.176
0.0829,0.3934,10.3217,-0.0427,0.5626,10.2276,-0.4225,0.4332,10.3936,-0.0908,0.6676,10.1882,0.0352,0.6083,10.2269
-0.0451,0.8376,10.4069,-0.0664,0.4595,10.4476,-0.3322,0.401,10.1102,-0.4579,0.6129,10.1984,-0.2024,0.812,10.1447
-0.1043,0.6396,10.1834,-0.2844,0.3488,10.0192,-0.6378,0.512,10.2711,-0.555,0.7348,10.2029,-0.2393,0.8743,10.2276
-0.1125,0.7755,10.2179,-0.3582,0.484,10.3352,-0.7226,0.4546,10.2695,-0.7513,0.7592,10.2626,-0.3113,0.8055,10.3551
-0.4984,0.6304,10.1253,-0.4619,0.5877,10.3268,-0.9169,0.5623,10.1507,-0.8117,0.7244,10.3086,-0.5181,0.7906,10.1854
-0.3049,0.4059,10.183,-0.3859,0.3062,10.0743,-1.0277,0.5463,10.3211,-0.7842,0.7528,10.4696,-0.6142,0.7713,10.1863
-0.3122,0.541,10.2307,-0.7069,0.1377,10.2102,-0.8255,0.2318,10.1419,-0.9366,0.7395,10.2181,-0.6354,0.6619,10.2601
-0.2304,0.3374,10.3149,-0.6813,0.0224,10.3047,-1.0253,0.1295,10.3408,-0.977,0.4649,10.3601,-0.5355,0.6781,10.1146
-0.3602,0.171,10.1168,-0.7594,-0.1521,10.3086,-0.8644,0.0005,10.2273,-0.9432,0.4991,10.1131,-0.6106,0.3969,10.1867
-0.0439,0.0461,10.2632,-0.5531,-0.3881,10.126,-0.9906,-0.1092,10.17,-0.6813,0.2576,10.1799,-0.3539,0.3556,10.149
-0.0567,-0.1504,9.9834,-0.4879,-0.214,9.9485,-0.9152,-0.0412,10.0112,-0.6672,0.122,9.9257,-0.2821,0.1657,10.0027
0.1356,-0.1634,10.0533,-0.3488,-0.7213,10.0952,-0.5095,-0.5753,9.9337,-0.5367,-0.0736,9.8525,-0.0603,-0.0819,10.1099
0.076,-0.4774,9.9161,-0.2285,-0.7262,9.977,-0.5201,-0.4427,9.8544,-0.6436,-0.1349,9.8149,-0.0026,-0.2059,10.0282
0.406,-0.53,10.0751,-0.4228,-0.999,10.0304,-0.5725,-0.409,9.9304,-0.2994,-0.2324,10.0494,0.3028,-0.2561,9.7776
0.5369,-0.6609,9.9229,0.0028,-0.8776,10.0266,-0.2894,-0.709,9.8061,-0.1818,-0.3813,9.8345,0.335,-0.3584,9.7464
0.5842,-0.8554,9.7558,0.1905,-0.8416,9.828,-0.2253,-0.7495,9.8155,-0.0013,-0.2578,9.8138,0.7091,-0.6274,9.605
0.9151,-0.912,9.7366,0.1414,-1.1317,9.6176,-0.149,-0.577,9.7619,0.2475,-0.1979,9.8137,0.7091,-0.346,9.597
0.6899,-0.9571,9.5972,0.1501,-1.0586,9.7191,0.1024,-0.7661,9.5736,0.2855,-0.1718,9.7768,0.9981,-0.5445,9.6776
0.9432,-0.9436,9.6496,0.2934,-0.7442,9.7433,-0.0629,-0.4877,9.6457,0.5476,-0.0603,9.7838,0.9577,-0.2312,9.724
0.8416,-0.7988,9.6168,0.1359,-0.7803,9.6746,0.0713,-0.6342,9.626,0.7701,-0.1213,9.5543,1.1235,-0.4399,9.6018
0.8678,-0.6367,9.6524,0.3605,-0.7811,9.7621,0.0983,-0.1304,9.5836,0.6933,0.0286,9.7441,1.191,-0.0481,9.7866
0.8167,-0.6175,9.53,0.3438,-0.5559,9.7933,0.1787,0.0631,9.7032,0.79,0.2893,9.4727,1.231,0.113,9.6569
0.8985,-0.3881,9.5539,0.2323,-0.3108,9.5367,0.0502,0.2759,9.5142,0.7457,0.4766,9.6978,1.1405,0.0467,9.6451
0.8623,-0.3264,9.6835,0.1818,-0.0872,9.6225,0.4629,0.6386,9.6445,0.5937,0.7315,9.5708,1.2941,0.3924,9.556
0.6372,-0.0783,9.766,0.1483,0.0915,9.8238,0.0683,0.5555,9.6516,0.5556,0.7441,9.6192,1.0914,0.341,9.7111
0.4219,0.1502,9.5597,-0.098,0.2377,9.613,0.0726,0.8097,9.8353,0.6628,1.259,9.6721,0.9337,0.4625,9.6736
0.4653,0.0489,9.6004,-0.0865,0.5267,9.5846,0.0641,0.9485,9.8616,0.5044,0.8238,9.7649,0.6974,0.4745,9.7491
0.3182,0.2135,9.7874,-0.3979,0.432,9.8526,-0.2725,1.1337,9.6065,0.4872,1.1023,9.5788,0.6975,0.5732,9.875
0.0664,0.1521,9.691,-0.4627,0.6097,9.8357,-0.2197,1.0471,9.7803,0.3672,1.0143,9.9537,0.6765,0.3712,9.665
-0.2609,0.3148,9.762,-0.8048,0.4968,9.9043,-0.5005,1.1646,9.6405,0.3405,1.0093,9.864,0.3886,0.5418,9.7001
-0.4836,0.0502,9.805,-0.9455,0.7064,10.0251,-0.768,1.1917,9.9368,0.18,0.8957,9.8357,0.2016,0.3403,9.9647
-0.5241,-0.0315,9.7257,-0.8589,0.6274,10.1001,-0.7956,0.8285,9.9638,0.1736,0.8061,10.1579,0.2239,0.1768,10.0287
-0.4563,-0.0893,10.1108,-1.1796,0.3487,9.7773,-0.7214,1.0072,9.9317,0.1429,0.6247,10.0453,-0.0913,0.0847,10.07
-0.8655,-0.0076,9.9283,-1.3087,0.2331,10.0886,-0.9108,0.6171,9.8782,-0.0296,0.618,9.9259,-0.2232,0.0082,9.9969
-0.8517,-0.2766,10.0326,-1.1662,0.0257,9.8947,-0.7184,0.5018,10.0356,-0.213,0.2754,9.9123,-0.1956,-0.2559,10.0399
-1.0967,-0.5476,10.004,-1.1423,0.037,10.0254,-0.6789,0.5157,10.1711,-0.0994,-0.0164,9.9675,-0.5185,-0.3011,9.8251
-0.7997,-0.7713,10.1443,-1.3554,-0.1641,10.0926,-0.6908,0.2778,10.0287,-0.1405,-0.0912,9.9987,-0.2434,-0.5743,10.0175
-0.7813,-0.9355,10.0656,-1.1324,-0.3933,9.8945,-0.574,-0.1268,10.1093,-0.0547,-0.2981,9.988,-0.3177,-0.8615,10.0884
-0.9088,-1.0867,10.0706,-1.0507,-0.2652,9.9797,-0.4707,0.0519,9.7782,-0.1795,-0.4223,9.9843,-0.1349,-0.9576,10.0387
-0.78,-0.9869,9.968,-0.9016,-0.4123,9.801,-0.316,-0.1591,9.8739,-0.0363,-0.568,9.9972,-0.283,-1.0141,9.9558
-0.7099,-0.8936,10.061,-0.5458,-0.2927,9.7537,-0.1262,-0.4219,9.9409,0.1359,-0.6741,9.9519,-0.2745,-0.9444,9.7366
-0.5055,-0.8352,9.8304,-0.4676,-0.2906,9.9239,-0.0093,-0.2262,9.9139,0.2493,-0.6257,9.5806,0.0875,-0.9765,9.9508
-0.3766,-0.8019,9.7163,-0.347,-0.4046,9.7319,0.1041,-0.2772,9.8099,0.2697,-0.7169,9.6957,-0.0608,-0.8395,9.7624
-0.2303,-0.843,9.744,-0.2223,-0.3005,9.7517,0.1681,-0.388,9.7735,0.3521,-0.5081,9.752,0.1838,-0.7355,9.667
-0.3295,-0.581,9.5933,-0.1825,-0.1339,9.6898,0.4637,-0.0983,9.8053,0.694,-0.4851,9.5306,0.1153,-0.7116,9.6727
0.0039,-0.2143,9.7796,0.1281,-0.0641,9.5204,0.6267,0.1963,9.5753,0.7957,-0.4368,9.6136,0.4416,-0.6142,9.6885
0.0724,-0.1179,9.3496,0.3252,0.2045,9.5653,0.7371,-0.0229,9.4654,0.8656,-0.0988,9.4706,0.4642,-0.593,9.5625
0.1305,0.1033,9.4179,0.4346,0.2021,9.6924,0.8706,0.344,9.2792,0.9267,-0.1523,9.1679,0.5114,-0.123,9.4155
0.3879,0.1087,9.5026,0.4129,0.4574,9.3514,0.8447,0.3877,9.515,0.8789,0.0636,9.4253,0.7025,-0.0451,9.4383
0.4107,0.3751,9.277,0.4934,0.5682,9.359,0.8853,0.3279,9.4739,1.0295,0.1693,9.4935,0.5016,0.1821,9.2468
0.289,0.4057,9.1369,0.6454,0.5472,9.2815,0.8015,0.8011,9.1418,1.0326,0.3892,9.3951,0.5817,0.3335,9.3435
0.25,0.5031,9.4105,0.3804,0.9279,9.6008,0.8557,0.6431,9.427,0.8546,0.2559,9.1964,0.4979,0.4156,9.3811
0.2115,0.513,9.1968,0.5408,0.6077,9.401,0.7388,0.8469,9.2376,0.7025,0.4698,9.4487,0.5233,0.4509,9.2193
0.2497,0.5918,9.3218,0.3994,1.035,9.1778,0.4605,0.6867,9.2119,0.5764,0.5439,9.3204,0.3179,0.3693,9.3784
0.2607,0.7777,9.2183,0.348,0.7749,9.2981,0.4713,0.8269,9.1427,0.7732,0.5974,9.325,0.4484,0.5723,9.3897
0.01,0.5871,9.5246,0.1297,0.5808,9.3827,0.5343,0.6746,9.2949,0.323,0.4534,9.4868,0.1471,0.4526,9.3017
-0.0919,0.4554,9.4093,-0.0501,0.5728,9.33,0.3998,0.3578,9.3711,0.2384,0.3584,9.3869,0.105,0.4131,9.552
-0.3273,0.2404,9.4433,-0.0609,0.5829,9.55,0.2064,0.4663,9.4496,0.2118,0.1476,9.5717,-0.099,0.3568,9.6657
-0.4205,0.1195,9.3956,-0.3631,0.2543,9.6184,0.0488,0.186,9.5006,-0.0026,0.0426,9.6498,-0.0933,0.0408,9.4467
-0.5909,0.2464,9.6777,-0.3314,0.2004,9.6671,-0.1344,0.227,9.5825,-0.1824,-0.1192,9.5737,-0.3987,-0.0528,9.4743
-0.5889,-0.3377,9.6843,-0.4918,0.1162,9.7484,-0.3688,0.0386,9.6836,-0.4485,-0.1142,9.7056,-0.4769,-0.2128,9.5057
-0.8306,-0.2321,9.7399,-0.7011,-0.1914,9.5605,-0.3303,-0.0823,9.6802,-0.5161,-0.285,9.8324,-0.5448,-0.5956,9.8088
-0.6623,-0.4094,9.6814,-0.743,-0.2755,9.7467,-0.5512,-0.3616,9.7331,-0.4702,-0.4378,9.7,-0.553,-0.6401,9.8918
-0.7372,-0.6045,9.925,-0.7128,-0.443,9.9207,-0.5737,-0.2494,9.6909,-0.5742,-0.5827,9.8473,-0.7915,-0.7725,9.4677
-0.9009,-0.5054,9.9868,-0.7458,-0.3878,10.0345,-0.3205,-0.428,9.7692,-0.5425,-0.8093,9.9499,-0.7753,-0.5906,9.9689
-0.9603,-0.6614,9.9025,-0.5812,-0.5241,10.0402,-0.6516,-0.3251,9.9383,-0.2988,-0.7015,10.1883,-0.6863,-0.6954,10.0009
-0.6719,-0.7906,9.9889,-0.6571,-0.6725,10.0102,-0.5214,-0.462,10.0977,-0.452,-0.7758,10.0653,-0.8031,-0.8376,10.0143
-0.6055,-0.7498,10.0234,-0.6184,-0.4247,10.1163,-0.1654,-0.5363,10.0793,-0.2072,-0.664,9.9729,-0.3448,-0.8247,10.147
-0.5559,-0.6091,9.8365,-0.3657,-0.436,10.1783,-0.4593,-0.6727,10.2106,-0.1647,-0.6451,10.2075,-0.5014,-0.7138,10.2081
-0.5105,-0.4152,10.1278,-0.264,-0.192,10.1884,-0.3145,-0.3209,10.1188,-0.1117,-0.3894,10.0619,-0.3459,-0.6002,9.9307
-0.2281,-0.2927,10.191,-0.2517,-0.0573,10.0222,-0.1257,-0.247,10.0756,0.0279,-0.2768,10.1172,-0.0733,-0.4238,10.0965
-0.0705,-0.1374,10.1287,-0.2616,0.0809,10.062,0.0576,0.1098,9.9109,0.1772,-0.2178,10.1489,0.0912,-0.2833,10.1369
-0.065,-0.1533,9.9871,0.1218,0.4312,10.106,0.3124,0.2641,9.8477,0.3257,-0.0299,10.0759,0.1673,-0.0505,10.0748
0.0479,0.1641,9.9761,0.2026,0.579,10.1389,0.4359,0.2733,10.079,0.4692,-0.0239,10.0074,0.2295,-0.0595,9.9024
0.2133,0.2775,9.9556,0.3947,0.665,9.9084,0.5875,0.5704,10.1649,0.6737,0.3331,9.8783,0.3191,0.1994,9.9391
0.3208,0.2683,9.9635,0.4351,0.5959,9.9227,0.8339,0.7552,9.8172,0.9069,0.3159,9.9545,0.3089,0.2469,9.8439
0.3624,0.5935,9.964,0.6695,0.978,9.9328,0.689,0.7709,9.682,0.8628,0.4931,9.9908,0.4885,0.3759,9.6231
0.4076,0.684,9.774,0.5901,0.8895,9.8775,0.6675,0.7962,9.8111,1.0084,0.6251,9.6179,0.5271,0.5665,9.6837
0.3477,0.6387,9.7719,0.5546,0.7106,9.7853,0.8042,0.8725,9.842,0.9734,0.6165,9.7675,0.643,0.4423,9.7794
0.4535,0.8385,9.737,0.4513,0.9162,9.7001,0.86,0.7712,9.6693,0.8025,0.5419,9.6664,0.4745,0.3837,9.4198
0.5682,0.644,9.6756,0.6795,0.7135,9.5328,0.9109,0.7327,9.6695,0.695,0.405,9.6925,0.6598,0.6036,9.5827
0.3415,0.595,9.4199,0.4687,0.5226,9.5922,0.5901,0.6566,9.4135,0.6399,0.2553,9.4035,0.5012,0.2227,9.3647
0.2175,0.4278,9.4131,0.3097,0.4104,9.5909,0.5549,0.3698,9.6593,0.5576,0.3375,9.5246,0.3248,0.171,9.5596
0.1651,0.3447,9.5238,0.2269,0.2836,9.5599,0.3661,0.389,9.412,0.5345,0.1234,9.254,0.3092,0.137,9.5608
0.1036,-0.0411,9.503,0.0377,0.1498,9.3868,0.223,-0.007,9.3787,0.5103,-0.2277,9.3711,0.2157,-0.1464,9.3633
-0.2023,-0.1109,9.3932,-0.009,-0.0738,9.4815,0.1828,-0.1425,9.474,0.0815,-0.2104,9.5514,-0.118,-0.2969,9.4871
-0.444,-0.16,9.255,-0.1326,-0.0656,9.3806,0.0013,-0.4231,9.2866,-0.1275,-0.2189,9.3907,-0.1571,-0.1641,9.3836
-0.622,-0.399,9.4563,-0.3695,-0.2744,9.2642,-0.1256,-0.2576,9.2853,-0.2058,-0.665,9.454,-0.3755,-0.5964,9.3123
-0.5683,-0.5605,9.3898,-0.2815,-0.3277,9.4126,-0.1653,-0.6084,9.6316,-0.04,-0.7817,9.3149,-0.3594,-0.6221,9.3012
-0.7915,-0.802,9.3312,-0.4504,-0.4206,9.3207,-0.4783,-0.5433,9.4327,-0.3578,-0.7796,9.2362,-0.5796,-0.8762,9.288
-0.623,-0.7568,9.4331,-0.5636,-0.6472,9.5684,-0.3752,-0.7609,9.6378,-0.3787,-0.8365,9.5526,-0.6459,-0.7159,9.312
-0.8818,-0.5311,9.594,-0.7437,-0.4941,9.4766,-0.5213,-0.5888,9.2937,-0.5375,-0.9336,9.6408,-0.7672,-0.7536,9.3587
-0.8143,-0.5712,9.4991,-0.6354,-0.5544,9.4559,-0.6604,-0.6809,9.7763,-0.534,-0.5201,9.3941,-0.6784,-0.6321,9.6733
-0.7754,-0.405,9.5109,-0.4749,-0.582,9.5823,-0.5271,-0.528,9.6151,-0.6346,-0.6442,9.4475,-0.7994,-0.5499,9.4963
-1.0214,-0.2199,9.8223,-0.6329,-0.3836,9.7531,-0.4216,-0.3136,9.7876,-0.5553,-0.5284,9.6909,-0.5017,-0.6512,9.6837
-0.7741,-0.2079,9.6519,-0.5329,0.0249,9.6824,-0.3822,-0.0148,9.8519,-0.3691,-0.2604,9.6598,-0.7541,-0.2875,9.8049
-0.4521,-0.1154,9.8649,-0.4965,0.1155,9.7723,-0.3093,-0.1665,9.7606,-0.4439,-0.3495,9.7491,-0.5994,-0.2219,9.8812
-0.6267,0.0359,9.7818,-0.3904,0.1062,10.0369,0.0195,0.2021,9.9816,-0.0725,-0.0777,9.8359,-0.3474,-0.117,9.8923
-0.2841,0.2147,9.902,-0.3697,0.1548,9.991,0.0083,0.2156,10.0896,0.0818,0.0131,10.015,-0.266,-0.0155,9.8081
-0.2169,0.4122,10.0734,-0.0821,0.5085,9.9903,0.098,0.3637,10.0913,0.1656,0.1519,9.8444,-0.136,0.362,9.9356
-0.1872,0.4573,9.9941,0.0863,0.7503,10.112,0.3707,0.57,9.7705,0.3954,0.3733,9.9279,0.0705,0.4928,10.1067
0.0648,0.5804,10.0372,0.1493,0.7808,10.0182,0.3888,0.6266,9.9233,0.4221,0.6432,10.0667,0.2228,0.549,9.9286
0.1048,0.5613,10.0298,0.3136,0.8981,9.9801,0.4614,0.8217,10.0775,0.5486,0.6072,9.9772,0.2942,0.4253,9.9954
0.1023,0.7389,10.0127,0.4623,0.811,10.0059,0.7189,0.7088,10.0589,0.5969,0.5891,10.0027,0.4379,0.523,9.9911
0.2764,0.7799,10.0019,0.4597,0.8601,10.1019,0.743,0.7567,9.9834,0.8498,0.5013,9.8453,0.5644,0.4791,9.9674
0.3214,0.6343,10.018,0.4567,0.7473,9.9941,0.716,0.8286,9.9649,0.8373,0.4332,10.0283,0.5039,0.2583,9.7874
0.3618,0.5082,9.9038,0.6274,0.7344,10.1699,1.0061,0.5598,9.9533,0.9359,0.4826,9.8149,0.5375,0.1572,9.985
0.3326,0.2968,9.8206,0.5308,0.6109,9.8263,0.9818,0.538,9.8088,1.0014,-0.0177,9.8381,0.5614,0.0641,9.8964
0.2183,0.1564,9.8369,0.6106,0.3595,9.8107,0.9869,0.3264,9.8652,0.9243,0.0963,9.8946,0.4572,-0.1672,9.8835
0.1034,0.0905,9.7319,0.634,0.3169,9.7034,1.0694,0.0488,9.8534,0.6368,-0.0057,9.7261,0.3031,-0.293,9.7926
0.1686,-0.057,9.6745,0.4928,0.1573,9.6426,0.9078,0.0083,9.4798,0.6935,-0.3451,9.5833,0.2906,-0.3071,9.7357
0.0479,-0.0951,9.62,0.2485,-0.1369,9.6826,0.9646,-0.0147,9.5912,0.3747,-0.7583,9.453,0.0991,-0.481,9.6341
-0.1866,-0.1664,9.5456,0.3331,0.0908,9.5951,0.7111,-0.295,9.611,0.301,-0.6586,9.5817,0.051,-0.7871,9.575
-0.2859,-0.4476,9.4461,0.3207,-0.331,9.4974,0.4634,-0.5756,9.6335,0.1595,-0.8156,9.4863,-0.1249,-0.6818,9.6445
-0.3721,-0.5543,9.542,0.0737,-0.2,9.4768,0.1344,-0.475,9.4159,0.0553,-0.9759,9.2325,-0.4296,-0.7376,9.491
-0.4245,-0.4962,9.3922,-0.059,-0.1779,9.3223,0.3568,-0.6343,9.3498,0.1237,-1.1563,9.3771,-0.4899,-0.9524,9.1617
-0.6388,-0.4101,9.3329,-0.2188,-0.3557,9.4318,0.1795,-0.8393,9.4212,-0.2297,-1.0891,9.4579,-0.7289,-0.9297,9.4281
-0.7169,-0.208,9.3193,-0.1921,-0.2867,9.3741,0.1569,-0.5173,9.2184,-0.3597,-1.0091,9.2544,-1.0005,-0.7997,9.4549
-0.8578,-0.1401,9.2845,-0.4548,-0.3034,9.2996,0.0628,-0.5931,9.1819,-0.3087,-0.9992,9.4119,-1.0567,-0.6763,9.3195
-0.9842,-0.308,9.371,-0.2481,-0.2217,9.4296,-0.0059,-0.5534,9.2491,-0.6232,-0.8256,9.2789,-1.2861,-0.4674,9.1802
-0.8707,0.1299,9.1428,-0.3262,0.0485,9.3378,-0.1228,-0.3927,9.2273,-0.4676,-0.7968,9.2074,-1.1795,-0.4955,9.2911
-0.8581,0.4876,9.1451,-0.2274,0.273,9.4289,-0.1752,-0.0715,9.4558,-0.6887,-0.5709,9.4466,-1.3043,-0.1322,9.3228
-0.9781,0.4319,9.317,-0.1727,0.4744,9.1769,-0.103,-0.2696,9.3681,-0.7697,-0.2226,9.2481,-1.2651,-0.114,9.3053
-0.83,0.648,9.4556,-0.1062,0.5366,9.2847,-0.0854,-0.0664,9.4279,-0.756,-0.2226,9.373,-1.2093,0.1016,9.3004
-0.6875,0.9454,9.4981,-0.1563,0.6687,9.4108,-0.0199,0.0868,9.3656,-0.7047,0.0385,9.4472,-0.9541,0.2801,9.4885
-0.389,1.0369,9.4902,0.0721,0.6976,9.4821,0.0829,0.0866,9.5126,-0.523,0.149,9.7229,-0.7557,0.5298,9.5027
-0.293,1.1553,9.6253,0.2469,0.7713,9.6256,0.0898,0.1607,9.5577,-0.679,0.2457,9.4977,-0.6701,0.7353,9.6763
-0.1959,1.0519,9.8,0.4345,1.0654,9.8111,0.1568,0.3279,9.7981,-0.2054,0.1969,9.7516,-0.4116,0.8368,9.7801
-0.0434,1.122,9.766,0.5539,0.8696,9.7788,0.4672,0.3194,9.8193,-0.3564,0.2374,9.8845,-0.581,0.8757,9.82
0.2618,1.0436,9.8785,0.436,0.7634,10.0875,0.4522,0.151,10.068,-0.2233,0.2183,9.822,-0.2778,0.7209,9.9391
0.2796,1.1526,10.034,0.7354,0.5557,9.8683,0.4914,0.2264,10.0188,-0.1355,0.292,10.0298,-0.0636,0.8497,9.8189
0.4922,0.9635,10.1614,1.0223,0.6707,10.0446,0.778,0.1855,9.9858,-0.0965,0.3029,10.2378,0.0769,0.8119,10.0141
0.6663,0.7532,10.0414,1.1121,0.3764,10.2007,0.8145,-0.2919,9.9464,0.1,-0.0413,9.9466,-0.0209,0.7438,10.2443
0.5694,0.5824,10.0563,0.9197,0.1472,10.1832,0.7661,-0.2423,10.103,0.1102,-0.1423,10.2336,0.1649,0.5358,10.1401
0.7141,0.5407,10.1713,1.1786,0.0455,10.2877,0.7616,-0.4,10.2982,0.1643,-0.2001,10.4032,0.2555,0.2475,10.2892
1.0472,0.1645,10.2214,1.1633,-0.3531,10.1446,0.6718,-0.6529,10.2413,0.2675,-0.3183,10.2624,0.3118,0.1862,10.3697
0.8901,0.0856,10.5371,1.0435,-0.4275,10.2895,0.6535,-0.711,10.2592,0.0464,-0.6028,10.2856,0.2925,0.0113,10.4218
0.9068,-0.0719,10.4179,1.0498,-0.4469,10.2967,0.4553,-1.019,10.2055,0.0256,-0.5172,10.3266,0.3356,-0.0941,10.2356
0.9816,-0.2033,10.4062,0.963,-0.7561,10.231,0.5899,-1.0643,10.1365,-0.0795,-0.6449,10.3734,0.2007,-0.2527,10.2179
0.7327,-0.1881,10.2661,0.817,-0.7755,10.4397,0.3521,-0.9904,10.1732,-0.005,-0.645,10.391,0.2916,-0.3182,10.2021
