sensor1_x,sensor1_y,sensor1_z,sensor2_x,sensor2_y,sensor2_z,sensor3_x,sensor3_y,sensor3_z,sensor4_x,sensor4_y,sensor4_z,sensor5_x,sensor5_y,sensor5_z
-0.2375,-0.07,9.6523,-0.0201,0.1187,9.7655,0.0947,-0.0296,9.931,0.1948,-0.1998,9.6252,-0.1817,-0.1991,9.734
-0.0646,-0.0389,9.7083,-0.1847,0.1328,9.7003,0.248,0.0036,9.54,0.1737,-0.1164,9.6474,-0.0893,-0.2029,9.7425
-0.1713,0.1311,9.6268,-0.0728,0.317,9.7497,0.2265,0.06,9.6455,0.211,-0.286,9.7317,0.0285,-0.314,9.747
-0.1073,-0.1205,9.6234,-0.0935,0.1711,9.9362,0.0105,0.2451,9.6581,0.1465,-0.1375,9.6691,-0.0282,-0.2257,9.5627
-0.2621,0.1324,9.4174,-0.0361,-0.0051,9.6563,0.2474,0.0559,9.7269,-0.0191,-0.0754,9.5978,0.0236,-0.3128,9.7661
-0.3009,-0.0483,9.6563,-0.2486,0.1589,9.7304,0.0661,0.1319,9.6083,0.2794,-0.3725,9.6592,-0.1536,-0.1691,9.8407
-0.162,-0.01,9.8069,-0.1289,0.3072,9.7314,0.2285,0.186,9.6535,0.2188,0.0226,9.7374,-0.1426,-0.1774,9.6781
-0.3108,-0.0471,9.7099,-0.2119,0.2187,9.6861,0.302,0.1971,9.5321,0.2495,-0.0405,9.785,0.0233,-0.207,9.667
-0.1128,-0.0164,9.7646,-0.0179,0.1326,9.9074,0.2613,0.1549,9.7585,-0.0132,-0.0333,9.5851,-0.0279,-0.2727,9.6269
-0.1548,-0.1192,9.728,-0.0948,0.3449,9.8018,0.3173,0.1526,9.7128,0.2179,-0.0631,9.5796,-0.1294,-0.1817,9.5242
-0.3531,0.0504,9.6598,-0.2663,0.1999,9.6411,0.2206,0.0709,9.5645,0.1895,-0.3207,9.6191,-0.2503,-0.1808,9.6163
-0.4383,0.094,9.6919,0.014,0.2122,9.5867,0.2979,0.1905,9.7961,0.3752,-0.1813,9.7844,-0.1423,-0.1843,9.7376
-0.3552,0.0131,9.6733,-0.153,0.2615,9.7882,0.4055,0.1053,9.7031,0.0011,-0.4619,9.6118,-0.0794,-0.0843,9.6637
-0.3314,-0.035,9.6717,0.2434,0.44,9.5379,0.1974,-0.021,9.6473,0.2894,-0.2152,9.5614,-0.2265,-0.1416,9.4729
-0.5149,0.1831,9.6444,-0.0366,0.4055,9.7634,0.4723,0.1905,9.5934,0.1805,-0.4361,9.6177,-0.2811,-0.4949,9.558
-0.3724,0.1134,9.6711,0.1117,0.3389,9.7018,0.2554,0.0629,9.5317,0.2032,-0.2691,9.6297,-0.3609,-0.2024,9.5389
-0.3909,0.187,9.7021,-0.0516,0.4964,9.5846,0.3546,0.1977,9.6178,0.1672,-0.3059,9.6357,-0.2895,-0.4131,9.8201
-0.1486,0.1563,9.7672,0.2168,0.4457,9.5534,0.1498,0.1433,9.5643,0.2505,-0.4475,9.6625,-0.2549,-0.3206,9.6356
-0.2645,0.274,9.8343,0.0872,0.4138,9.489,0.5126,0.001,9.6683,-0.038,-0.1399,9.6427,-0.4026,-0.2833,9.5661
-0.4124,0.2286,9.4988,0.1817,0.4692,9.765,0.6348,0.0288,9.6888,0.0124,-0.2176,9.5728,-0.3898,-0.0893,9.8843
-0.3161,0.301,9.5912,0.0487,0.3752,9.4975,0.4838,0.3001,9.6309,-0.0486,-0.4082,9.5408,-0.381,-0.3579,9.5947
-0.439,0.4297,9.5782,0.3214,0.5096,9.4827,0.6232,0.0009,9.8061,0.033,-0.3564,9.5158,-0.5426,-0.0991,9.6251
-0.3682,0.3909,9.7887,0.0803,0.3147,9.5786,0.5067,-0.135,9.7363,0.1089,-0.402,9.5762,-0.5297,-0.2675,9.467
-0.2675,0.3263,9.6918,0.2789,0.2499,9.923,0.6112,0.0797,9.616,0.0509,-0.3365,9.6567,-0.7225,-0.2345,9.6652
-0.3356,0.4317,9.7576,0.2716,0.5365,9.5231,0.4156,-0.1078,9.5342,-0.0265,-0.2425,9.6496,-0.6274,-0.2169,9.5852
-0.1852,0.4258,9.6913,0.248,0.277,9.65,0.3641,-0.0912,9.7194,-0.0524,-0.4621,9.5102,-0.6315,-0.2177,9.554
-0.2051,0.3787,9.6902,0.3968,0.2566,9.5265,0.5647,-0.1565,9.6064,-0.0704,-0.3081,9.4149,-0.6249,0.0009,9.8016
-0.3112,0.5126,9.6651,0.4514,0.0619,9.6388,0.6385,-0.1363,9.7675,-0.1277,-0.4878,9.8206,-0.646,0.0386,9.546
-0.2181,0.4872,9.6684,0.3496,0.0986,9.7628,0.6125,-0.1908,9.6848,-0.2312,-0.3438,9.6693,-0.5241,-0.0402,9.7755
-0.2586,0.4888,9.739,0.4904,0.3626,9.9652,0.4575,-0.3385,9.6499,-0.2493,-0.4963,9.8759,-0.6226,-0.009,9.7636
0.0251,0.5477,9.6971,0.6508,-0.0506,9.7183,0.5367,-0.3886,9.7341,-0.0773,-0.3951,9.6893,-0.5125,0.0442,9.6835
0.0046,0.3731,9.795,0.666,0.2574,9.6729,0.3655,-0.4771,9.6462,-0.1877,-0.4339,9.971,-0.4818,0.2324,9.7924
-0.0331,0.6485,9.851,0.5929,0.2176,9.8317,0.3403,-0.503,9.8538,-0.337,-0.4657,9.8654,-0.6915,0.092,9.8298
-0.0909,0.6653,9.8541,0.5313,0.1326,9.8455,0.3389,-0.5106,9.7592,-0.2848,-0.3487,9.8768,-0.4572,0.1554,9.9641
0.0313,0.3496,9.8188,0.4858,0.0505,10.0637,0.3004,-0.6021,9.8282,-0.3324,-0.445,9.8878,-0.4613,0.3697,10.1739
0.2391,0.3023,9.9554,0.7541,0.1891,9.9523,0.2495,-0.4202,9.8558,-0.4916,-0.3037,9.8145,-0.4671,0.1928,9.8397
0.1181,0.5634,9.9015,0.7512,-0.1617,9.978,0.1105,-0.3705,9.9528,-0.5556,-0.2351,9.9865,-0.6474,0.3472,9.9352
0.2369,0.5097,9.8121,0.6177,0.2521,9.9194,0.2795,-0.5474,9.7235,-0.4169,-0.2818,9.8928,-0.4386,0.2553,9.8169
0.1067,0.3898,9.9968,0.4906,-0.0136,10.0262,0.0759,-0.4644,9.7121,-0.5052,-0.1534,9.8846,-0.2224,0.4625,9.8743
0.2963,0.3418,9.9987,0.688,-0.13,10.1372,0.1981,-0.3474,10.0709,-0.5267,-0.0842,9.9854,-0.261,0.2427,9.8309
0.2421,0.4902,9.9614,0.6063,-0.1669,9.8392,-0.1234,-0.5329,9.9732,-0.4412,-0.1625,9.9896,-0.257,0.1874,9.9676
0.318,0.3947,10.022,0.5144,-0.2333,10.213,0.1074,-0.2819,10.0507,-0.4593,-0.2145,9.9306,-0.3317,0.3495,10.0156
0.4639,0.4092,9.9238,0.2718,-0.2669,10.0925,-0.0704,-0.4466,9.9836,-0.5518,0.0642,10.0669,-0.0785,0.4996,10.0064
0.2848,0.3878,9.9555,0.4694,-0.2231,10.0773,-0.1462,-0.5839,9.8549,-0.3252,-0.0908,10.1528,-0.3224,0.4349,10.0338
0.5848,0.2109,10.0298,0.3659,-0.365,9.9356,-0.154,-0.3475,9.9685,-0.632,-0.0519,10.0253,-0.1495,0.4449,10.1095
0.3759,0.1766,10.0946,0.3656,-0.3465,10.111,-0.0405,-0.3643,9.79,-0.7347,-0.0753,10.0291,-0.2401,0.3949,10.0305
0.484,0.2168,10.1211,0.4821,-0.1627,9.9748,-0.2515,-0.6318,9.95,-0.5095,0.0485,10.2244,-0.1013,0.432,9.8089
0.4318,0.2362,10.0367,0.2614,-0.2357,9.9518,-0.3682,-0.191,9.9976,-0.5567,0.077,10.061,-0.1151,0.3448,9.9805
0.3669,0.1381,10.0262,0.3567,-0.2109,9.862,-0.1785,-0.3347,10.0479,-0.2843,0.1383,10.2293,-0.0839,0.3984,10.0357
0.3084,-0.037,10.0729,0.2745,-0.249,9.906,-0.1408,-0.2454,9.7731,-0.3837,0.0563,10.0064,-0.072,0.3992,10.0027
0.3473,0.1197,10.0351,0.3964,-0.1272,9.9703,-0.062,-0.2489,9.8091,-0.3626,0.0174,10.0808,-0.0241,0.5361,10.1708
0.364,0.0597,9.9482,0.0091,-0.1763,9.9253,-0.4068,-0.2827,10.0212,-0.4211,0.0823,9.9677,0.0496,0.2438,10.1047
0.32,0.0092,10.1157,0.2366,-0.288,9.9546,-0.2754,-0.2659,10.0341,-0.3488,0.1896,10.0372,0.0391,0.2216,9.9995
0.3631,0.0903,9.8562,0.2049,-0.1923,10.0708,-0.3114,-0.0724,9.8348,-0.3309,0.3235,10.0537,0.1719,0.1377,9.9404
0.4805,0.0231,9.8371,0.0964,-0.2101,9.8594,-0.277,-0.2179,9.9771,-0.3468,-0.0066,9.9139,0.0161,0.3823,10.0619
0.2404,0.0713,9.9985,0.1812,-0.3154,9.9903,-0.3633,-0.2701,9.9895,-0.1522,0.0822,10.1558,0.0544,0.3039,9.9798
0.2142,0.0755,9.9764,0.0545,-0.1257,9.794,-0.2853,-0.0101,10.0317,-0.1986,0.0838,9.8521,0.0703,0.1224,10.172
0.3817,-0.0096,10.0077,0.2757,-0.2329,9.9848,-0.2012,-0.1011,9.9894,-0.2548,0.3619,9.9593,0.2697,0.2114,10.0507
0.3519,0.104,10.0178,0.0603,-0.3671,9.9038,-0.2075,-0.1066,10.0974,-0.202,0.1917,9.7338,0.1453,0.2433,9.9707
0.272,0.0625,9.9848,0.0493,-0.1529,10.0837,-0.1374,-0.0302,10.0211,-0.3012,0.0998,9.9834,-0.0025,-0.0036,9.8383
0.2602,0.0133,9.7905,0.0071,-0.2069,9.8201,-0.1696,-0.2325,9.8399,-0.2003,-0.1522,9.8921,0.0686,0.1997,9.8734
0.113,-0.0008,9.9432,-0.0064,-0.1386,9.9224,-0.1834,-0.2797,10.0075,-0.1958,0.1105,10.0615,0.0376,0.1654,10.0062
0.0614,-0.0933,9.9635,0.1344,-0.1447,9.9629,-0.3711,0.0331,10.0592,-0.3089,-0.0422,9.9142,-0.1297,0.0841,9.8398
0.0325,0.0004,9.9177,-0.1551,-0.0612,9.8247,-0.0155,-0.0688,9.9066,-0.2855,-0.0471,10.0427,0.0672,0.1589,10.0108
0.196,0.0736,9.8665,0.2172,-0.1608,10.0423,-0.2694,-0.0549,9.8725,-0.1105,0.1208,9.8652,0.1464,-0.0195,9.9459
0.0672,-0.2636,9.9083,0.1326,0.0239,9.9482,-0.1939,-0.2096,9.9005,-0.2501,0.0513,9.9836,0.1326,0.0421,9.8418
0.1121,-0.0036,9.9298,0.0177,-0.0805,9.8742,-0.1202,-0.0003,9.6745,-0.0209,0.0762,9.8029,0.0111,0.1655,10.041
0.1724,0.1912,9.9159,0.1159,0.1461,9.8454,-0.1203,-0.088,10.0969,-0.1942,0.1007,9.8335,-0.0685,0.248,9.8955
0.1633,0.1181,10.0699,-0.0035,-0.4005,9.9263,-0.2127,-0.3921,9.764,-0.1212,0.061,10.0022,-0.094,0.181,9.7605
0.1921,0.2008,9.9874,0.0012,0.0466,9.8592,-0.25,0.0078,10.1663,-0.1863,-0.0118,9.758,-0.1813,0.2759,9.9945
0.3347,-0.0011,9.8794,0.0561,-0.0913,9.7832,-0.1057,-0.2468,10.043,-0.3354,0.0452,9.9169,-0.0005,0.1445,9.9701
0.185,-0.0458,9.7308,0.0193,-0.2775,9.8386,-0.1209,-0.0907,9.8601,-0.1001,0.0213,9.8497,-0.0287,0.1166,10.0103
0.1348,-0.1077,9.975,0.1032,-0.1814,9.861,-0.2025,-0.1036,9.895,-0.1393,0.1831,9.8587,0.048,0.203,9.8241
0.1902,0.0669,9.8198,0.1323,-0.2788,9.8461,-0.1282,-0.0795,9.8057,-0.0635,-0.0566,9.9679,-0.0358,0.2489,9.8131
0.225,0.0166,10.0553,0.2359,-0.1735,9.9782,-0.1218,-0.1702,9.986,-0.3949,0.2518,9.9297,0.1598,0.1211,9.962
0.203,0.0154,10.0222,0.2778,0.0793,9.895,-0.217,-0.128,10.0321,-0.3064,0.0577,9.9255,-0.1021,0.2102,9.9586
0.0866,0.2396,9.9273,0.1543,-0.3214,9.9567,-0.1144,-0.2066,9.8885,-0.266,0.0578,9.8059,-0.0421,0.0327,9.8381
0.1949,0.1129,9.8691,0.1107,-0.1757,9.918,0.1342,-0.0954,9.9582,-0.0965,0.1177,9.8632,-0.0622,0.3124,9.8052
0.2186,0.1115,9.9214,-0.1229,-0.3645,9.8366,0.0688,-0.1755,9.9355,-0.1173,0.0972,9.9214,0.2196,-0.0158,9.9059
0.3116,0.0826,9.8929,0.1835,-0.1128,9.8391,-0.2535,-0.0804,9.9876,-0.1032,0.1972,9.9153,0.0937,0.0697,10.0292
0.1847,0.1014,9.9584,0.2014,-0.1052,9.8193,-0.2355,-0.3655,9.9415,-0.281,0.0025,9.9723,-0.075,0.14,9.9592
0.4092,-0.0683,9.9515,-0.2076,-0.1404,9.8109,0.0114,-0.0654,9.6979,-0.0407,0.0192,9.8775,0.1719,0.234,10.0289
0.1018,0.0092,9.859,-0.1373,-0.1844,9.9359,-0.1956,0.0415,9.8918,-0.2414,0.1195,9.9386,0.1395,0.2279,10.0111
0.283,-0.1415,10.0378,0.1343,-0.1509,10.0295,-0.1469,-0.0227,10.0363,0.0238,0.0768,9.8213,0.1142,0.1321,9.8853
0.1565,-0.0789,9.9298,0.087,-0.1632,9.7225,-0.1245,-0.0662,9.8802,-0.0787,0.1186,9.7785,0.0525,0.0853,9.9873
0.3526,-0.1334,9.9007,-0.0956,-0.3096,10.0379,-0.2694,-0.2866,9.9907,-0.239,0.1258,10.044,0.1304,0.1473,9.887
0.3432,0.0327,10.117,0.0885,-0.1418,9.8427,-0.3065,-0.0667,9.7241,-0.2771,0.1318,9.9274,-0.067,0.0336,9.971
0.264,-0.0252,9.9111,0.0609,-0.2184,9.6495,-0.2363,-0.192,9.8336,-0.1137,0.136,9.9368,0.2025,0.0797,10.0457
0.2328,0.0766,9.8809,0.1529,-0.2831,9.9272,-0.1117,-0.2361,9.8937,-0.1914,0.2089,9.9094,-0.0183,0.1534,9.8625
0.1559,0.013,9.9468,-0.0202,0.0309,9.7741,-0.198,0.0121,9.9301,-0.1523,0.0272,9.9548,0.2715,0.1217,9.8364
0.1916,0.1009,9.9616,-0.0362,-0.1488,9.8835,-0.161,-0.1871,9.8375,-0.1008,0.28,9.9524,-0.1319,0.2529,9.8517
0.1408,0.0388,9.7934,-0.0398,-0.2193,10.0776,-0.21,-0.0441,9.9562,-0.2235,0.1592,9.9017,0.1084,0.1414,9.8134
0.1031,0.0389,10.0729,-0.0748,-0.125,9.9101,-0.2543,-0.0667,10.0262,-0.0459,0.2583,9.9309,0.0919,0.0952,9.8579
0.2337,-0.0095,9.7595,0.0023,-0.282,9.9992,-0.2807,0.1493,9.8104,-0.0326,0.0673,9.9472,0.0038,0.1253,10.0837
0.0728,0.1176,9.7988,-0.0018,-0.0615,10.0305,-0.0476,-0.1814,9.7901,-0.2828,0.2972,9.8989,0.0204,0.2276,9.8174
0.0631,0.0422,9.9722,0.0886,-0.146,9.9621,-0.2128,-0.0728,9.7998,-0.2108,-0.0555,9.9917,0.0222,0.1056,9.8955
0.2021,-0.2859,9.8484,0.0918,0.0453,9.8158,-0.0545,-0.1605,9.8803,-0.1359,0.1632,9.9362,0.1283,0.2689,9.877
0.0507,-0.0404,9.9143,0.0746,0.1108,9.8456,-0.2084,0.0536,9.8872,-0.2135,0.0805,9.9438,0.0684,0.0754,9.712
0.0941,-0.0635,9.9592,0.0965,-0.2909,9.9315,-0.2068,0.0578,9.9227,-0.0022,0.0769,10.0205,0.1741,0.1587,9.7936
0.2048,0.0247,9.8859,0.0726,-0.2471,9.9285,0.0873,-0.2924,9.8399,-0.2511,-0.2218,9.7678,0.0169,0.2413,9.9427
0.0269,0.0437,9.7633,-0.1283,-0.099,10.0523,-0.0031,-0.12,9.9144,-0.0752,0.1054,9.8959,0.1236,0.1338,10.0018
0.1064,-0.0837,9.7762,0.1224,-0.3329,9.8331,-0.2081,-0.0651,9.9274,-0.1467,-0.1105,9.7648,0.0869,0.1747,10.0017
0.2448,0.0164,9.7374,0.1815,-0.2022,9.8756,-0.2379,0.1341,9.9284,-0.0022,-0.0714,9.7806,0.2496,0.1545,9.8235
0.2469,-0.0225,10.0849,0.1367,-0.2251,9.9524,-0.0958,-0.1469,9.8802,-0.1227,0.06,9.9679,0.2163,0.1009,9.8526
0.399,0.1844,9.9067,0.0894,-0.0847,9.9815,-0.0366,-0.0665,9.7604,-0.189,-0.103,9.8732,0.0103,0.2457,9.9313
0.3568,-0.1176,9.867,0.0126,-0.0576,10.1151,-0.2436,0.1338,9.8518,-0.1878,0.009,9.9461,-0.0955,0.2043,9.8876
0.2844,-0.0037,10.0187,0.1604,-0.226,9.9823,-0.3724,-0.1645,9.8973,-0.282,0.1665,9.9996,0.0391,-0.0164,10.0865
0.4221,-0.082,10.0169,0.015,-0.1819,9.9741,-0.1901,-0.1234,9.9801,-0.2842,0.1636,10.0452,0.0309,0.2446,9.9622
0.3582,-0.0897,9.9449,-0.0906,-0.2715,9.9565,-0.3267,-0.1325,10.0593,-0.312,0.118,10.0822,-0.0421,0.3088,10.1558
0.2916,-0.0459,9.9492,-0.0257,0.0195,9.9591,-0.156,0.0202,9.8646,-0.3688,0.0713,9.7974,0.1025,0.0865,9.9746
0.4425,-0.1289,9.7727,0.0257,-0.2739,10.0833,-0.2867,-0.2364,9.9648,-0.2458,0.0166,10.1735,0.1593,0.432,9.9891
0.3376,-0.074,9.9784,0.1096,-0.2399,10.0426,-0.2926,-0.1092,10.1968,-0.4758,0.241,10.0283,-0.0131,0.1668,10.1797
0.4564,-0.0709,9.8904,0.122,-0.3498,9.8739,-0.3055,-0.173,9.9354,-0.301,0.2958,9.987,0.2078,0.2118,9.9618
0.3228,0.0253,10.1024,0.0522,-0.1947,9.8394,-0.5324,-0.1283,9.919,-0.0749,0.324,10.0987,0.3216,0.1463,9.9668
0.1828,-0.004,9.9971,-0.0599,-0.2795,9.9507,-0.247,-0.0834,9.8624,-0.2342,0.3235,9.8383,0.2863,-0.028,9.9908
0.4128,-0.2984,9.9967,-0.1717,-0.4268,10.1035,-0.484,-0.1045,9.8781,-0.1775,0.2507,9.9248,0.3896,0.1031,9.8762
0.2862,-0.0876,10.0257,0.1137,-0.2542,10.0963,-0.441,0.0069,10.0096,-0.2545,0.4256,10.0838,0.3125,0.2094,9.9569
0.399,0.0204,10.0734,0.0223,-0.2492,10.1542,-0.4572,-0.1265,10.1137,-0.0844,0.0748,9.8847,0.4717,0.2251,10.0998
0.2063,-0.2798,10.1188,-0.0444,-0.2859,10.014,-0.3778,-0.1199,9.9636,-0.2255,0.4702,9.917,0.3257,0.1465,10.0145
0.5146,-0.3335,10.118,-0.1845,-0.307,10.0289,-0.5457,-0.0218,10.0742,-0.0087,0.3686,10.1613,0.3868,0.2706,9.9566
0.3403,-0.2817,10.1709,-0.0694,-0.3413,9.9267,-0.4436,0.0437,10.1125,-0.1271,0.468,9.9603,0.5359,0.1804,9.95
0.3146,-0.2293,10.2101,-0.2785,-0.256,9.9488,-0.5341,-0.0249,9.84,-0.1087,0.4984,9.9478,0.5722,0.2012,10.0211
0.3899,-0.2163,9.9362,-0.1331,-0.3919,10.0818,-0.6479,0.084,9.825,-0.0655,0.3727,9.8952,0.4214,0.2726,10.0888
0.4444,-0.3357,9.9727,-0.4632,-0.3267,9.844,-0.414,0.2141,9.9428,0.0244,0.3714,10.0952,0.4351,0.1676,10.1328
0.407,-0.5384,9.9722,-0.4402,-0.3267,9.9473,-0.6253,0.24,9.8675,-0.054,0.6794,9.8123,0.5017,-0.0498,9.955
0.2294,-0.4105,9.9531,-0.42,-0.2907,9.7556,-0.391,0.1363,10.1066,-0.0177,0.5915,9.9972,0.737,-0.0598,9.8954
0.3117,-0.4181,10.0818,-0.43,-0.4077,9.8515,-0.4644,0.2281,9.9564,0.0057,0.2987,9.94,0.6333,0.0563,9.9566
0.3394,-0.3722,9.9164,-0.4548,-0.2645,10.0688,-0.2571,0.2441,9.7541,0.0944,0.5976,9.7962,0.6356,-0.0495,9.7823
0.1562,-0.563,9.7948,-0.4522,-0.2542,9.7833,-0.3489,0.5155,9.7612,0.2484,0.3756,9.9224,0.5248,0.0392,9.9518
0.2312,-0.5171,9.7801,-0.5878,-0.28,9.9007,-0.4671,0.3065,9.7029,0.2189,0.3872,9.9506,0.5149,-0.0004,9.8963
0.131,-0.4074,9.7628,-0.5498,-0.217,9.854,-0.427,0.4425,9.8005,0.2909,0.4725,9.6616,0.755,-0.2484,9.9354
0.1019,-0.5714,9.9374,-0.5377,-0.1967,9.7552,-0.4459,0.3743,9.8073,0.4852,0.4533,10.0498,0.4743,-0.2267,9.8168
-0.008,-0.6016,9.9363,-0.5511,-0.1443,9.607,-0.281,0.4207,9.9232,0.3,0.2893,9.7548,0.6074,-0.0771,9.7874
0.0734,-0.1724,9.919,-0.4958,-0.1039,9.7429,-0.3751,0.4516,9.8874,0.3358,0.4762,9.9191,0.5269,-0.1915,9.6406
-0.1082,-0.595,9.703,-0.5852,-0.1136,9.8639,-0.0895,0.4909,9.702,0.3599,0.3097,9.9038,0.6192,-0.4474,9.7715
-0.0394,-0.6044,9.5664,-0.5803,-0.105,9.7229,-0.2367,0.2977,9.6706,0.4695,0.3839,9.6664,0.4319,-0.2619,9.765
-0.2786,-0.3647,9.5125,-0.5948,-0.0171,9.7247,-0.192,0.5379,9.6205,0.4545,0.2236,9.6092,0.4017,-0.3025,9.5205
-0.3572,-0.4488,9.7899,-0.5522,0.0582,9.7328,-0.1817,0.259,9.6604,0.3747,0.373,9.6887,0.539,-0.2304,9.7148
-0.3144,-0.5814,9.8747,-0.6893,-0.0227,9.575,-0.0358,0.6429,9.6262,0.5404,0.3329,9.531,0.4949,-0.2983,9.6782
-0.1972,-0.4446,9.587,-0.7215,0.0438,9.6454,-0.0472,0.3184,9.4357,0.4347,0.2228,9.5393,0.406,-0.3517,9.5453
-0.4204,-0.2984,9.7776,-0.4697,0.055,9.6393,-0.0381,0.58,9.649,0.3582,0.1137,9.8137,0.5532,-0.2761,9.6056
-0.362,-0.2927,9.6759,-0.3271,0.0181,9.6393,-0.1479,0.5126,9.6382,0.3955,0.099,9.6477,0.2501,-0.4546,9.5445
-0.3652,-0.3876,9.5813,-0.7407,0.165,9.5336,-0.0171,0.4399,9.667,0.5107,0.2123,9.5493,0.2656,-0.5201,9.6502
-0.4365,-0.1751,9.4616,-0.3497,0.3456,9.7821,0.0801,0.4601,9.5562,0.6611,0.1316,9.5173,0.2604,-0.4019,9.7716
-0.4092,-0.1769,9.6502,-0.4396,0.0869,9.7059,0.052,0.3203,9.5758,0.4115,0.0078,9.6014,0.1684,-0.4095,9.6116
-0.3857,-0.3233,9.5874,-0.4263,0.2883,9.5149,0.1694,0.278,9.4818,0.4186,0.0435,9.6499,0.3824,-0.3646,9.5074
-0.391,-0.1992,9.6971,-0.3375,0.2864,9.6404,0.2021,0.4151,9.5441,0.4178,-0.1172,9.767,0.2086,-0.3675,9.58
-0.5368,-0.0207,9.7017,-0.4705,0.3823,9.5795,0.1685,0.2915,9.3882,0.5085,-0.0832,9.5895,0.1538,-0.4809,9.6517
-0.2148,0.1284,9.8129,-0.316,0.2205,9.6109,0.1662,0.3569,9.5846,0.3706,-0.1752,9.4821,0.0997,-0.466,9.6708
-0.4728,-0.1497,9.5393,-0.185,0.2002,9.4538,0.2994,0.3763,9.6483,0.2796,-0.1011,9.7597,0.0382,-0.3384,9.7409
-0.2926,-0.0913,9.7276,-0.2365,0.3193,9.6834,0.3821,0.3057,9.6531,0.4429,-0.0878,9.7158,-0.0604,-0.3831,9.5901
-0.351,0.1274,9.7111,-0.3298,0.3724,9.6075,0.1095,0.0332,9.5605,0.318,0.0495,9.6447,0.0568,-0.2556,9.582
-0.5605,-0.0481,9.6715,-0.0903,0.2629,9.6539,0.2719,-0.0261,9.602,0.31,-0.1786,9.7781,-0.0024,-0.189,9.4497
-0.3619,0.1244,9.53,-0.2157,0.2381,9.6314,0.1447,0.292,9.697,0.4232,-0.0515,9.5975,-0.0937,-0.252,9.6478
-0.3772,0.0473,9.6055,-0.0214,0.2407,9.696,0.0724,0.1894,9.7438,0.2248,-0.0411,9.5629,-0.0109,-0.299,9.7144
-0.2289,-0.0606,9.5368,-0.1458,0.2896,9.7156,0.2751,0.1836,9.5687,0.2633,-0.0885,9.581,-0.1981,-0.3518,9.6353
-0.433,0.0319,9.588,-0.0393,0.4238,9.7378,0.3335,0.0963,9.6008,0.1243,-0.0679,9.8473,-0.3374,-0.1047,9.6757
-0.174,0.1041,9.7042,-0.1351,0.1331,9.7353,0.3221,0.1168,9.5181,0.1872,-0.2458,9.7835,0.0308,-0.2167,9.707
-0.3246,0.1826,9.7332,-0.0149,0.2303,9.5473,0.1994,-0.2643,9.6157,0.1592,-0.1184,9.5527,-0.0697,-0.1155,9.6146
-0.3081,-0.137,9.6739,0.0405,0.0596,9.6639,0.1106,0.0694,9.5394,0.4108,-0.0434,9.7215,-0.1622,-0.1541,9.6752
-0.0767,-0.0464,9.5736,0.0392,0.0936,9.7724,0.2109,0.1642,9.6465,0.1051,-0.2224,9.6476,-0.0776,-0.0559,9.5858
-0.1972,-0.0153,9.6989,0.0881,0.1251,9.9169,0.3033,0.2203,9.6261,0.0949,-0.1529,9.8538,0.0067,-0.1131,9.8572
-0.2026,0.0887,9.6683,-0.0792,-0.0443,9.7292,0.142,0.0908,9.7781,0.112,0.026,9.8118,-0.1213,-0.2495,9.6739
-0.204,0.1086,9.6893,0.0179,-0.0475,9.8587,0.1592,0.0524,9.7971,-0.0559,-0.1061,9.8156,-0.0691,-0.2047,9.6605
-0.2791,0.1146,9.7425,-0.246,0.2448,9.8038,-0.0536,0.1153,9.492,0.0857,-0.1262,9.6649,-0.1071,-0.2424,9.875
-0.1724,-0.0414,9.7264,-0.119,-0.0075,9.5355,0.3166,0.0754,9.6517,0.0104,0.0182,9.7093,-0.0568,-0.0851,9.6629
-0.0008,-0.0087,9.7776,-0.0955,0.1901,9.816,0.2649,0.2504,9.8229,0.0682,-0.1126,9.74,0.1218,-0.1971,9.7347
-0.1264,0.0817,9.8872,0.0707,-0.0584,9.6996,-0.0768,0.1464,9.668,0.1836,0.0035,9.7971,-0.0594,-0.0323,9.7421
-0.1984,0.0486,9.7098,-0.2031,0.0212,9.7604,0.0375,0.0859,9.918,0.0717,-0.1436,9.9028,0.0068,-0.199,9.5896
-0.3106,-0.0008,9.8432,0.0742,0.1859,9.7969,0.0227,0.2219,9.6696,-0.0345,-0.193,9.7418,-0.0972,-0.1075,9.6418
-0.2157,-0.0631,9.6245,-0.1901,0.1879,9.6227,-0.0441,-0.0709,9.925,0.0595,-0.0219,9.6754,0.1957,-0.104,9.7936
-0.238,0.0057,9.795,0.0348,0.1901,9.7244,0.1769,0.121,9.5826,0.0279,0.1032,9.687,-0.0406,-0.2334,9.5951
-0.1023,0.2001,9.8642,0.1223,0.127,9.794,0.0566,0.0181,9.7312,0.2346,-0.0041,9.7597,-0.0762,0.1022,9.7162
0.0258,-0.0599,9.6192,-0.0021,0.2979,9.8113,0.1976,0.1506,9.6491,0.1429,-0.2458,9.6544,-0.0329,-0.2139,9.7414
-0.2297,-0.0564,9.6789,0.0004,0.1593,9.9217,0.0976,0.2928,9.8757,0.1721,-0.1463,9.7625,-0.1666,0.0057,9.5823
-0.3253,-0.1299,9.7741,-0.0042,0.1407,9.7917,0.1189,0.0569,9.8411,0.2247,-0.1629,9.5829,-0.0014,-0.3249,9.7269
-0.0523,-0.1452,9.6817,-0.0314,0.0878,9.6506,0.128,0.0367,9.7705,0.0293,-0.218,9.5721,-0.1219,-0.245,9.9349
